SPECTRA INDEX,SPECTRA FILE NAME,CHI SQUARED
15,spec-5415-55982-0013-dered.dr16,42.799875356261936
16,spec-1229-52723-0245-dered.dr16,19.099568684149045
17,spec-5391-56000-0254-dered.dr16,3.1658523374486407
18,spec-5807-56329-0778-dered.dr16,19.690212000004642
19,spec-10429-58145-0655-dered.dr16,57.049327188146684
20,spec-11377-58434-0650-dered.dr16,158.9526499403337
21,spec-6442-56369-0246-dered.dr16,36.517477029566514
22,spec-10479-58159-0770-dered.dr16,43.40786620977065
23,spec-1732-53501-0445-dered.dr16,11.438877651490765
24,spec-5212-56016-0348-dered.dr16,4.591269277893079
25,spec-6674-56416-0693-dered.dr16,36.70265475018262
27,spec-6045-56072-0455-dered.dr16,24.898829795984906
28,spec-10730-58244-0836-dered.dr16,62.627188057836854
30,spec-6674-56416-0964-dered.dr16,8.291855663834204
32,spec-5809-56353-0704-dered.dr16,7.866882606540004
33,spec-0628-52083-0304-dered.dr16,20.25342999150192
34,spec-6036-56093-0310-dered.dr16,36.4037673178962
35,spec-8524-57656-0969-dered.dr16,10.123445909635539
36,spec-6305-56563-0032-dered.dr16,17.631909455597967
37,spec-7667-57580-0430-dered.dr16,11.087847682682112
38,spec-4419-55867-0178-dered.dr16,5.339792823835686
39,spec-9446-58082-0782-dered.dr16,5.716388428820811
41,spec-6806-56419-0302-dered.dr16,46.69835389905949
42,spec-6786-56448-0829-dered.dr16,2.665823660667911
43,spec-6976-56448-0440-dered.dr16,3.0097117257224926
45,spec-6138-56598-0754-dered.dr16,2.1012615760898723
46,spec-5745-55998-0657-dered.dr16,9.619063058145967
48,spec-6460-56334-0396-dered.dr16,4.826331480154487
49,spec-1933-53381-0566-dered.dr16,14.209292870016784
50,spec-5179-55957-0836-dered.dr16,12.66613837182002
51,spec-9609-58136-0331-dered.dr16,21.956721494191754
52,spec-1521-52945-0532-dered.dr16,124.77111235071294
53,spec-5143-55828-0900-dered.dr16,79.30581468678093
54,spec-5144-55829-0475-dered.dr16,45.85630284186463
55,spec-9162-58040-0112-dered.dr16,56.961436706713066
56,spec-9227-57932-0572-dered.dr16,21.578232514921915
57,spec-4354-55810-0356-dered.dr16,7.907491235780857
58,spec-9345-57713-0464-dered.dr16,9.406633494927643
59,spec-2884-54526-0579-dered.dr16,10.51930837874386
60,spec-6313-56460-0295-dered.dr16,19.592540209626435
61,spec-2945-54505-0067-dered.dr16,8.6849100896389
62,spec-5494-55857-0549-dered.dr16,14.286707283840206
63,spec-6587-56537-0015-dered.dr16,124.62751189159604
64,spec-7701-57356-0794-dered.dr16,91.1161611947459
65,spec-0948-52428-0370-dered.dr16,23.986636313086503
66,spec-7089-56661-0060-dered.dr16,45.17565365076071
67,spec-6199-56220-0264-dered.dr16,40.80853962647316
68,spec-7618-56898-0268-dered.dr16,23.8991339294564
69,spec-1455-53089-0381-dered.dr16,11.601410794181804
70,spec-6670-56389-0168-dered.dr16,6.629862358485165
71,spec-6280-56570-0623-dered.dr16,3.91547951305967
72,spec-7694-57359-0006-dered.dr16,4.5084853830020375
74,spec-4485-55836-0092-dered.dr16,43.25558222836849
76,spec-5896-56047-0658-dered.dr16,16.021491672323787
77,spec-4341-55538-0324-dered.dr16,17.5942213109496
78,spec-9312-57784-0360-dered.dr16,9.120213040369727
79,spec-1709-53533-0576-dered.dr16,68.54644968445527
80,spec-5465-55988-0798-dered.dr16,15.142117971547801
81,spec-2582-54139-0485-dered.dr16,41.95690416559933
82,spec-5320-55999-0336-dered.dr16,28.968204000046537
83,spec-9587-57784-0340-dered.dr16,12.572400263704617
84,spec-1618-53116-0538-dered.dr16,6.584511238014295
85,spec-5374-55947-0608-dered.dr16,1.6932747132846702
86,spec-2511-53882-0552-dered.dr16,44.31349151498254
87,spec-6422-56328-0988-dered.dr16,31.94712032749294
88,spec-2225-53729-0182-dered.dr16,14.745184639522936
89,spec-6402-56334-0966-dered.dr16,17.21922215224672
91,spec-5476-55986-0599-dered.dr16,7.46461370641381
92,spec-6456-56339-0894-dered.dr16,10.730061128594551
93,spec-10464-58155-0575-dered.dr16,6.399085273327962
94,spec-2430-53815-0471-dered.dr16,14.83100877207412
95,spec-5288-55865-0958-dered.dr16,12.453384478001475
96,spec-5290-55862-0164-dered.dr16,10.352516098872433
97,spec-1372-53062-0154-dered.dr16,22.024417124113373
98,spec-6636-56367-0036-dered.dr16,34.928075840421045
99,spec-8374-57783-0919-dered.dr16,57.961359123805536
100,spec-5444-56038-0942-dered.dr16,13.071344679653386
101,spec-5868-56045-0372-dered.dr16,13.553815540993106
102,spec-5133-55860-0412-dered.dr16,11.875961745362003
103,spec-7622-56987-0113-dered.dr16,21.200509237202215
104,spec-5174-56047-0344-dered.dr16,27.41373110952771
105,spec-10748-58224-0461-dered.dr16,32.46947118522082
106,spec-6122-56246-0696-dered.dr16,11.559654614985863
107,spec-7610-56980-0454-dered.dr16,6.164911462877622
108,spec-6720-56390-0552-dered.dr16,8.237448370345994
109,spec-8396-57837-0736-dered.dr16,5.703258067392783
110,spec-1982-53436-0626-dered.dr16,21.212568734057243
111,spec-6447-56362-0854-dered.dr16,16.839109024073345
112,spec-5421-55980-0918-dered.dr16,9.294677266897821
113,spec-5422-55986-0288-dered.dr16,9.573763032805086
